customer_id,age,average_purchase,loyalty_score,preferred_color,membership_level,is_active,has_subscription,marketing_consent,last_feedback,registration_date,membership_duration_days,tags
238,31,95.79,9.5,Green,Platinum,True,0,Yes,Customer feedback 237: Excellent products,2024-06-06 09:44:26.081590,914.3,"{'interests': ['Fashion', 'Fashion'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
239,38,88.77,3.4,Blue,Bronze,False,0,Yes,Customer feedback 238: Excellent products,2023-10-04 09:44:26.081592,265.3,"{'interests': ['Food', 'Sports'], 'source': np.str_('Web'), 'priority': np.str_('Low')}"
240,65,128.17,5.2,Yellow,Platinum,False,1,No,Customer feedback 239: Excellent products,2022-08-24 09:44:26.081594,904.0,"{'interests': ['Fashion', 'Sports'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
241,37,85.81,3.8,Blue,Platinum,False,1,No,Customer feedback 240: Excellent products,2023-04-19 09:44:26.081596,320.7,"{'interests': ['Technology', 'Food'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
242,25,118.28,0.1,Yellow,Bronze,True,0,No,Customer feedback 241: Excellent products,2022-09-13 09:44:26.081598,552.3,"{'interests': ['Technology', 'Fashion'], 'source': np.str_('Mobile'), 'priority': np.str_('High')}"
243,24,116.96,3.9,Green,Platinum,False,1,No,Customer feedback 242: Great service!,2023-02-15 09:44:26.081600,50.5,"{'interests': ['Technology', 'Fashion'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
244,84,98.8,7.9,Red,Bronze,True,0,No,Customer feedback 243: Need improvement,2024-07-10 09:44:26.081603,43.9,"{'interests': ['Food', 'Sports'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
245,34,132.47,6.0,Blue,Bronze,False,1,No,Customer feedback 244: Excellent products,2024-10-16 09:44:26.081605,720.4,"{'interests': ['Technology', 'Fashion'], 'source': np.str_('Store'), 'priority': np.str_('High')}"
246,50,102.69,1.0,Blue,Platinum,True,1,Yes,Customer feedback 245: Need improvement,2023-10-01 09:44:26.081607,444.5,"{'interests': ['Food', 'Food'], 'source': np.str_('Store'), 'priority': np.str_('High')}"
247,65,120.85,8.5,Blue,Platinum,True,1,No,Customer feedback 246: Could be better,2024-01-05 09:44:26.081609,256.3,"{'interests': ['Sports', 'Fashion'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
248,76,87.63,5.3,Yellow,Silver,True,0,Yes,Customer feedback 247: Excellent products,2023-06-23 09:44:26.081612,190.4,"{'interests': ['Technology', 'Sports'], 'source': np.str_('Web'), 'priority': np.str_('High')}"
249,39,81.91,8.4,Green,Silver,False,0,Yes,Customer feedback 248: Excellent products,2024-06-16 09:44:26.081614,670.0,"{'interests': ['Fashion', 'Fashion'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
250,47,118.28,5.8,Blue,Gold,False,0,No,Customer feedback 249: Need improvement,2023-09-18 09:44:26.081616,0.4,"{'interests': ['Food', 'Fashion'], 'source': np.str_('Mobile'), 'priority': np.str_('Low')}"
251,55,110.77,5.6,Blue,Gold,True,0,Yes,Customer feedback 250: Excellent products,2023-01-26 09:44:26.081618,805.9,"{'interests': ['Sports', 'Fashion'], 'source': np.str_('Web'), 'priority': np.str_('Low')}"
252,68,106.08,1.1,Red,Platinum,False,1,Yes,Customer feedback 251: Excellent products,2023-01-24 09:44:26.081620,79.2,"{'interests': ['Fashion', 'Sports'], 'source': np.str_('Web'), 'priority': np.str_('High')}"
253,71,91.41,1.7,Red,Bronze,True,1,No,Customer feedback 252: Excellent products,2024-11-14 09:44:26.081622,191.5,"{'interests': ['Sports', 'Technology'], 'source': np.str_('Web'), 'priority': np.str_('Low')}"
254,25,138.73,9.7,Green,Gold,True,0,No,Customer feedback 253: Great service!,2024-11-09 09:44:26.081625,386.2,"{'interests': ['Fashion', 'Technology'], 'source': np.str_('Web'), 'priority': np.str_('Low')}"
255,44,72.09,2.3,Green,Platinum,False,1,No,Customer feedback 254: Great service!,2024-02-04 09:44:26.081627,484.9,"{'interests': ['Technology', 'Fashion'], 'source': np.str_('Mobile'), 'priority': np.str_('Medium')}"
256,44,70.72,9.8,Black,Gold,False,1,Yes,Customer feedback 255: Excellent products,2024-05-25 09:44:26.081629,355.0,"{'interests': ['Food', 'Food'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
257,38,123.55,5.3,Red,Bronze,False,0,No,Customer feedback 256: Great service!,2024-10-02 09:44:26.081631,320.7,"{'interests': ['Fashion', 'Fashion'], 'source': np.str_('Web'), 'priority': np.str_('High')}"
258,47,121.5,1.4,Black,Platinum,True,1,No,Customer feedback 257: Could be better,2023-06-10 09:44:26.081633,963.9,"{'interests': ['Technology', 'Food'], 'source': np.str_('Web'), 'priority': np.str_('Low')}"
259,45,108.84,1.0,Yellow,Bronze,True,1,No,Customer feedback 258: Excellent products,2023-04-22 09:44:26.081636,641.6,"{'interests': ['Fashion', 'Sports'], 'source': np.str_('Web'), 'priority': np.str_('High')}"
260,81,92.8,2.1,Black,Platinum,False,0,No,Customer feedback 259: Could be better,2024-11-27 09:44:26.081638,23.4,"{'interests': ['Technology', 'Technology'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
261,86,112.56,9.3,Blue,Gold,True,1,Yes,Customer feedback 260: Need improvement,2024-06-21 09:44:26.081640,430.2,"{'interests': ['Technology', 'Food'], 'source': np.str_('Mobile'), 'priority': np.str_('Medium')}"
262,78,143.02,4.1,Black,Silver,False,1,No,Customer feedback 261: Could be better,2023-01-02 09:44:26.081643,875.0,"{'interests': ['Fashion', 'Sports'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
263,65,162.89,4.0,Green,Gold,True,1,Yes,Customer feedback 262: Need improvement,2024-07-25 09:44:26.081645,301.5,"{'interests': ['Sports', 'Sports'], 'source': np.str_('Web'), 'priority': np.str_('Low')}"
264,36,58.59,3.1,Yellow,Gold,False,0,No,Customer feedback 263: Excellent products,2023-02-16 09:44:26.081647,94.6,"{'interests': ['Food', 'Sports'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
265,21,89.53,1.5,Blue,Silver,False,0,Yes,Customer feedback 264: Need improvement,2023-05-05 09:44:26.081650,758.4,"{'interests': ['Technology', 'Food'], 'source': np.str_('Mobile'), 'priority': np.str_('High')}"
266,52,87.96,4.9,Black,Silver,True,1,Yes,Customer feedback 265: Need improvement,2024-03-14 09:44:26.081652,606.0,"{'interests': ['Sports', 'Food'], 'source': np.str_('Mobile'), 'priority': np.str_('Low')}"
267,81,140.66,1.3,Yellow,Platinum,False,1,Yes,Customer feedback 266: Could be better,2024-08-17 09:44:26.081654,570.3,"{'interests': ['Food', 'Fashion'], 'source': np.str_('Mobile'), 'priority': np.str_('Low')}"
268,66,37.97,8.4,Yellow,Platinum,False,1,No,Customer feedback 267: Could be better,2024-07-07 09:44:26.081656,53.6,"{'interests': ['Technology', 'Technology'], 'source': np.str_('Web'), 'priority': np.str_('High')}"
269,34,112.85,3.7,Blue,Bronze,True,0,Yes,Customer feedback 268: Could be better,2023-02-23 09:44:26.081659,140.5,"{'interests': ['Technology', 'Food'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
270,61,93.58,3.7,Black,Bronze,False,0,No,Customer feedback 269: Excellent products,2023-01-14 09:44:26.081661,622.5,"{'interests': ['Fashion', 'Fashion'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
271,47,140.95,4.7,Yellow,Gold,True,0,No,Customer feedback 270: Excellent products,2024-02-14 09:44:26.081663,207.8,"{'interests': ['Technology', 'Fashion'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
272,63,137.53,4.4,Yellow,Silver,False,1,No,Customer feedback 271: Could be better,2024-09-18 09:44:26.081665,504.1,"{'interests': ['Fashion', 'Technology'], 'source': np.str_('Store'), 'priority': np.str_('High')}"
273,23,109.14,9.9,Red,Bronze,True,1,No,Customer feedback 272: Excellent products,2024-05-16 09:44:26.081668,544.9,"{'interests': ['Food', 'Sports'], 'source': np.str_('Web'), 'priority': np.str_('High')}"
274,54,60.51,5.5,Yellow,Gold,False,1,No,Customer feedback 273: Excellent products,2025-02-07 09:44:26.081670,283.5,"{'interests': ['Sports', 'Sports'], 'source': np.str_('Mobile'), 'priority': np.str_('High')}"
275,41,85.65,0.9,Red,Silver,False,1,Yes,Customer feedback 274: Need improvement,2022-12-25 09:44:26.081672,948.4,"{'interests': ['Food', 'Fashion'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
276,63,88.39,6.1,Black,Platinum,False,1,No,Customer feedback 275: Need improvement,2024-09-13 09:44:26.081674,842.5,"{'interests': ['Food', 'Sports'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
277,70,66.84,1.5,Black,Gold,False,0,Yes,Customer feedback 276: Could be better,2023-02-11 09:44:26.081676,722.4,"{'interests': ['Technology', 'Food'], 'source': np.str_('Mobile'), 'priority': np.str_('Medium')}"
278,77,128.86,0.3,Black,Platinum,True,1,Yes,Customer feedback 277: Excellent products,2023-07-23 09:44:26.081679,78.0,"{'interests': ['Technology', 'Sports'], 'source': np.str_('Web'), 'priority': np.str_('Low')}"
279,80,63.66,9.7,Green,Bronze,True,1,Yes,Customer feedback 278: Need improvement,2023-07-16 09:44:26.081681,106.1,"{'interests': ['Technology', 'Food'], 'source': np.str_('Mobile'), 'priority': np.str_('High')}"
280,49,149.13,7.7,Black,Bronze,True,1,Yes,Customer feedback 279: Great service!,2023-08-09 09:44:26.081683,492.8,"{'interests': ['Technology', 'Fashion'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
281,50,149.07,9.8,Yellow,Silver,True,0,Yes,Customer feedback 280: Excellent products,2024-11-17 09:44:26.081685,160.7,"{'interests': ['Fashion', 'Fashion'], 'source': np.str_('Web'), 'priority': np.str_('Low')}"
282,84,90.37,4.8,Blue,Gold,True,1,Yes,Customer feedback 281: Great service!,2024-02-07 09:44:26.081688,978.3,"{'interests': ['Food', 'Technology'], 'source': np.str_('Mobile'), 'priority': np.str_('Low')}"
283,35,108.21,5.3,Red,Platinum,True,0,Yes,Customer feedback 282: Could be better,2023-01-10 09:44:26.081690,158.5,"{'interests': ['Technology', 'Sports'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
284,42,98.19,1.7,Green,Silver,True,0,No,Customer feedback 283: Excellent products,2025-02-06 09:44:26.081692,487.5,"{'interests': ['Fashion', 'Technology'], 'source': np.str_('Mobile'), 'priority': np.str_('Low')}"
285,71,122.55,2.5,Black,Bronze,False,0,Yes,Customer feedback 284: Could be better,2023-09-20 09:44:26.081694,364.1,"{'interests': ['Food', 'Technology'], 'source': np.str_('Mobile'), 'priority': np.str_('Low')}"
286,75,131.87,8.4,Black,Bronze,False,0,No,Customer feedback 285: Could be better,2025-01-23 09:44:26.081697,639.4,"{'interests': ['Food', 'Fashion'], 'source': np.str_('Mobile'), 'priority': np.str_('Low')}"
287,84,106.45,3.6,Blue,Gold,False,0,Yes,Customer feedback 286: Could be better,2022-10-06 09:44:26.081699,129.0,"{'interests': ['Fashion', 'Fashion'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
288,63,111.73,8.3,Blue,Platinum,False,1,Yes,Customer feedback 287: Could be better,2022-10-03 09:44:26.081701,430.3,"{'interests': ['Fashion', 'Food'], 'source': np.str_('Web'), 'priority': np.str_('Low')}"
289,41,84.48,7.1,Green,Gold,True,1,Yes,Customer feedback 288: Could be better,2023-08-19 09:44:26.081704,274.7,"{'interests': ['Sports', 'Fashion'], 'source': np.str_('Web'), 'priority': np.str_('High')}"
290,49,110.92,1.8,Red,Platinum,True,0,Yes,Customer feedback 289: Excellent products,2024-03-28 09:44:26.081706,887.8,"{'interests': ['Fashion', 'Fashion'], 'source': np.str_('Store'), 'priority': np.str_('High')}"
291,64,104.07,5.1,Black,Platinum,True,0,No,Customer feedback 290: Great service!,2023-07-27 09:44:26.081708,40.6,"{'interests': ['Technology', 'Technology'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
292,40,77.21,6.8,Green,Gold,False,0,No,Customer feedback 291: Excellent products,2023-08-13 09:44:26.081710,913.7,"{'interests': ['Technology', 'Fashion'], 'source': np.str_('Web'), 'priority': np.str_('Low')}"
293,83,99.65,2.4,Yellow,Silver,True,1,No,Customer feedback 292: Excellent products,2023-11-07 09:44:26.081712,833.0,"{'interests': ['Technology', 'Sports'], 'source': np.str_('Mobile'), 'priority': np.str_('High')}"
294,44,90.42,8.3,Yellow,Gold,False,1,Yes,Customer feedback 293: Excellent products,2022-11-14 09:44:26.081715,297.6,"{'interests': ['Food', 'Technology'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
295,19,84.76,5.4,Green,Gold,True,0,Yes,Customer feedback 294: Need improvement,2025-01-10 09:44:26.081717,789.3,"{'interests': ['Technology', 'Sports'], 'source': np.str_('Mobile'), 'priority': np.str_('Low')}"
296,34,71.34,1.7,Black,Bronze,True,1,Yes,Customer feedback 295: Need improvement,2022-07-15 09:44:26.081719,31.2,"{'interests': ['Fashion', 'Food'], 'source': np.str_('Store'), 'priority': np.str_('High')}"
297,50,101.56,5.8,Green,Bronze,True,1,No,Customer feedback 296: Excellent products,2025-02-20 09:44:26.081721,966.9,"{'interests': ['Food', 'Sports'], 'source': np.str_('Mobile'), 'priority': np.str_('Medium')}"
298,26,80.49,10.0,Black,Gold,True,0,Yes,Customer feedback 297: Great service!,2023-06-08 09:44:26.081724,526.6,"{'interests': ['Food', 'Technology'], 'source': np.str_('Web'), 'priority': np.str_('High')}"
299,60,88.22,1.5,Blue,Gold,False,0,No,Customer feedback 298: Excellent products,2022-12-17 09:44:26.081726,303.3,"{'interests': ['Technology', 'Food'], 'source': np.str_('Web'), 'priority': np.str_('High')}"
300,65,126.88,8.2,Green,Bronze,False,1,No,Customer feedback 299: Could be better,2022-09-13 09:44:26.081728,362.6,"{'interests': ['Fashion', 'Food'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
301,56,115.8,2.1,Black,Platinum,True,1,Yes,Customer feedback 300: Need improvement,2023-08-07 09:44:26.081730,66.4,"{'interests': ['Technology', 'Fashion'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
302,59,75.53,7.8,Green,Gold,False,1,Yes,Customer feedback 301: Need improvement,2023-01-15 09:44:26.081733,989.3,"{'interests': ['Food', 'Food'], 'source': np.str_('Mobile'), 'priority': np.str_('Medium')}"
303,43,108.8,7.3,Green,Silver,True,0,No,Customer feedback 302: Excellent products,2024-11-22 09:44:26.081735,39.3,"{'interests': ['Food', 'Sports'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
304,67,103.32,3.0,Black,Silver,True,0,No,Customer feedback 303: Excellent products,2024-03-05 09:44:26.081737,654.9,"{'interests': ['Fashion', 'Food'], 'source': np.str_('Store'), 'priority': np.str_('High')}"
305,42,142.54,3.3,Black,Silver,True,0,No,Customer feedback 304: Great service!,2025-01-29 09:44:26.081739,442.7,"{'interests': ['Food', 'Sports'], 'source': np.str_('Web'), 'priority': np.str_('High')}"
306,41,134.58,7.9,Red,Gold,True,1,Yes,Customer feedback 305: Great service!,2024-06-18 09:44:26.081742,948.9,"{'interests': ['Food', 'Sports'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
307,30,61.66,4.6,Green,Platinum,False,1,Yes,Customer feedback 306: Could be better,2024-03-24 09:44:26.081744,246.0,"{'interests': ['Fashion', 'Food'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
308,77,121.53,7.3,Yellow,Platinum,True,0,Yes,Customer feedback 307: Excellent products,2023-02-25 09:44:26.081746,532.1,"{'interests': ['Food', 'Food'], 'source': np.str_('Store'), 'priority': np.str_('High')}"
309,24,131.63,1.5,Green,Bronze,True,1,Yes,Customer feedback 308: Excellent products,2023-12-24 09:44:26.081748,482.4,"{'interests': ['Sports', 'Food'], 'source': np.str_('Mobile'), 'priority': np.str_('Low')}"
310,74,113.98,8.5,Green,Gold,False,0,Yes,Customer feedback 309: Excellent products,2022-10-19 09:44:26.081751,702.9,"{'interests': ['Sports', 'Fashion'], 'source': np.str_('Mobile'), 'priority': np.str_('High')}"
311,53,91.61,7.1,Black,Platinum,True,1,Yes,Customer feedback 310: Need improvement,2024-09-03 09:44:26.081753,68.0,"{'interests': ['Fashion', 'Technology'], 'source': np.str_('Mobile'), 'priority': np.str_('High')}"
312,62,160.33,9.1,Green,Gold,False,0,No,Customer feedback 311: Could be better,2024-11-07 09:44:26.081756,193.8,"{'interests': ['Fashion', 'Food'], 'source': np.str_('Web'), 'priority': np.str_('High')}"
313,37,116.29,1.3,Green,Bronze,True,1,No,Customer feedback 312: Great service!,2023-09-09 09:44:26.081758,214.6,"{'interests': ['Fashion', 'Food'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
314,82,149.41,5.9,Yellow,Bronze,True,1,No,Customer feedback 313: Need improvement,2023-12-20 09:44:26.081760,738.2,"{'interests': ['Technology', 'Technology'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
315,25,133.79,6.0,Black,Bronze,True,0,Yes,Customer feedback 314: Need improvement,2024-11-06 09:44:26.081762,189.1,"{'interests': ['Sports', 'Fashion'], 'source': np.str_('Web'), 'priority': np.str_('Low')}"
316,33,111.6,3.5,Green,Silver,True,0,No,Customer feedback 315: Need improvement,2025-01-06 09:44:26.081764,573.5,"{'interests': ['Sports', 'Fashion'], 'source': np.str_('Web'), 'priority': np.str_('Low')}"
317,31,85.51,4.6,Blue,Gold,True,0,Yes,Customer feedback 316: Need improvement,2024-05-15 09:44:26.081767,215.2,"{'interests': ['Fashion', 'Technology'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
318,32,99.4,0.4,Red,Bronze,True,0,Yes,Customer feedback 317: Could be better,2022-10-22 09:44:26.081769,861.6,"{'interests': ['Sports', 'Technology'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
319,83,94.45,7.5,Yellow,Gold,False,0,No,Customer feedback 318: Excellent products,2024-03-04 09:44:26.081771,942.2,"{'interests': ['Technology', 'Fashion'], 'source': np.str_('Mobile'), 'priority': np.str_('Low')}"
320,49,69.64,5.5,Green,Silver,True,1,Yes,Customer feedback 319: Great service!,2023-02-04 09:44:26.081773,518.5,"{'interests': ['Sports', 'Technology'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
321,80,116.26,0.6,Blue,Silver,False,0,No,Customer feedback 320: Great service!,2024-02-25 09:44:26.081775,352.3,"{'interests': ['Technology', 'Sports'], 'source': np.str_('Mobile'), 'priority': np.str_('Low')}"
322,68,139.18,6.8,Green,Bronze,False,0,No,Customer feedback 321: Need improvement,2025-01-12 09:44:26.081778,234.1,"{'interests': ['Sports', 'Food'], 'source': np.str_('Mobile'), 'priority': np.str_('Low')}"
323,42,92.54,4.7,Green,Bronze,True,0,Yes,Customer feedback 322: Need improvement,2023-07-03 09:44:26.081780,49.8,"{'interests': ['Technology', 'Sports'], 'source': np.str_('Web'), 'priority': np.str_('High')}"
324,75,154.09,0.3,Black,Platinum,False,0,No,Customer feedback 323: Could be better,2024-06-22 09:44:26.081782,268.5,"{'interests': ['Sports', 'Sports'], 'source': np.str_('Mobile'), 'priority': np.str_('High')}"
325,80,61.06,9.7,Black,Gold,True,0,No,Customer feedback 324: Need improvement,2024-03-18 09:44:26.081784,654.2,"{'interests': ['Sports', 'Fashion'], 'source': np.str_('Web'), 'priority': np.str_('Low')}"
326,79,126.36,9.5,Black,Bronze,False,1,No,Customer feedback 325: Great service!,2022-11-21 09:44:26.081787,533.6,"{'interests': ['Fashion', 'Fashion'], 'source': np.str_('Mobile'), 'priority': np.str_('Medium')}"
327,39,141.79,5.1,Blue,Platinum,True,0,No,Customer feedback 326: Great service!,2023-02-02 09:44:26.081789,944.0,"{'interests': ['Food', 'Food'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
328,75,94.9,0.9,Green,Gold,False,0,Yes,Customer feedback 327: Excellent products,2024-07-08 09:44:26.081791,396.3,"{'interests': ['Sports', 'Food'], 'source': np.str_('Mobile'), 'priority': np.str_('High')}"
329,75,95.35,7.5,Red,Bronze,False,0,No,Customer feedback 328: Excellent products,2024-06-16 09:44:26.081793,693.9,"{'interests': ['Sports', 'Technology'], 'source': np.str_('Mobile'), 'priority': np.str_('Low')}"
330,66,126.07,4.9,Yellow,Platinum,True,1,No,Customer feedback 329: Great service!,2024-01-07 09:44:26.081796,489.3,"{'interests': ['Technology', 'Technology'], 'source': np.str_('Mobile'), 'priority': np.str_('High')}"
331,69,112.65,3.0,Black,Platinum,False,1,No,Customer feedback 330: Great service!,2023-04-20 09:44:26.081798,512.6,"{'interests': ['Sports', 'Sports'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
332,59,50.06,4.9,Black,Gold,True,0,Yes,Customer feedback 331: Could be better,2025-03-11 09:44:26.081800,267.8,"{'interests': ['Food', 'Fashion'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
333,87,78.92,5.2,Green,Platinum,True,0,No,Customer feedback 332: Could be better,2022-08-22 09:44:26.081802,455.0,"{'interests': ['Fashion', 'Fashion'], 'source': np.str_('Web'), 'priority': np.str_('Low')}"
334,32,99.66,5.6,Green,Gold,True,1,Yes,Customer feedback 333: Great service!,2022-11-23 09:44:26.081805,470.8,"{'interests': ['Food', 'Technology'], 'source': np.str_('Web'), 'priority': np.str_('High')}"
335,71,65.76,4.4,Blue,Gold,True,1,No,Customer feedback 334: Need improvement,2024-05-28 09:44:26.081807,706.6,"{'interests': ['Food', 'Technology'], 'source': np.str_('Mobile'), 'priority': np.str_('Medium')}"
336,77,88.15,6.1,Blue,Gold,True,1,No,Customer feedback 335: Excellent products,2023-12-30 09:44:26.081809,940.6,"{'interests': ['Food', 'Fashion'], 'source': np.str_('Mobile'), 'priority': np.str_('High')}"
337,25,66.38,9.2,Black,Silver,False,0,No,Customer feedback 336: Great service!,2024-09-08 09:44:26.081811,329.3,"{'interests': ['Technology', 'Sports'], 'source': np.str_('Web'), 'priority': np.str_('Low')}"
338,70,90.75,3.6,Green,Platinum,False,0,Yes,Customer feedback 337: Need improvement,2023-02-02 09:44:26.081814,42.2,"{'interests': ['Food', 'Food'], 'source': np.str_('Mobile'), 'priority': np.str_('Low')}"
339,77,91.58,7.3,Red,Gold,False,1,Yes,Customer feedback 338: Great service!,2023-04-18 09:44:26.081816,496.3,"{'interests': ['Technology', 'Technology'], 'source': np.str_('Mobile'), 'priority': np.str_('Medium')}"
340,22,108.79,8.9,Yellow,Bronze,True,0,Yes,Customer feedback 339: Excellent products,2023-06-10 09:44:26.081818,544.5,"{'interests': ['Technology', 'Sports'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
341,85,97.71,4.6,Green,Silver,False,1,Yes,Customer feedback 340: Excellent products,2024-01-22 09:44:26.081820,168.4,"{'interests': ['Food', 'Food'], 'source': np.str_('Web'), 'priority': np.str_('Low')}"
342,23,112.57,4.4,Green,Silver,False,1,Yes,Customer feedback 341: Could be better,2023-10-14 09:44:26.081823,760.5,"{'interests': ['Food', 'Fashion'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
343,64,109.59,6.0,Blue,Platinum,False,1,Yes,Customer feedback 342: Could be better,2023-04-29 09:44:26.081825,984.9,"{'interests': ['Technology', 'Food'], 'source': np.str_('Web'), 'priority': np.str_('High')}"
344,72,125.78,5.9,Yellow,Gold,False,0,No,Customer feedback 343: Could be better,2024-05-03 09:44:26.081827,945.8,"{'interests': ['Food', 'Food'], 'source': np.str_('Web'), 'priority': np.str_('Low')}"
345,57,121.84,8.1,Black,Platinum,False,1,Yes,Customer feedback 344: Could be better,2024-02-07 09:44:26.081829,197.1,"{'interests': ['Food', 'Fashion'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
346,69,119.2,4.8,Green,Silver,True,1,No,Customer feedback 345: Excellent products,2023-03-16 09:44:26.081832,875.4,"{'interests': ['Sports', 'Food'], 'source': np.str_('Mobile'), 'priority': np.str_('Medium')}"
347,33,177.62,10.0,Black,Gold,True,0,Yes,Customer feedback 346: Need improvement,2024-05-18 09:44:26.081834,704.5,"{'interests': ['Food', 'Food'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
348,30,108.69,0.6,Green,Bronze,False,1,Yes,Customer feedback 347: Need improvement,2023-11-24 09:44:26.081836,453.8,"{'interests': ['Technology', 'Technology'], 'source': np.str_('Store'), 'priority': np.str_('High')}"
349,47,164.84,0.0,Black,Gold,True,0,Yes,Customer feedback 348: Need improvement,2023-08-26 09:44:26.081838,540.6,"{'interests': ['Sports', 'Technology'], 'source': np.str_('Web'), 'priority': np.str_('High')}"
350,36,110.31,6.4,Yellow,Silver,True,1,No,Customer feedback 349: Great service!,2022-08-31 09:44:26.081840,849.6,"{'interests': ['Food', 'Fashion'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
351,34,97.93,3.0,Blue,Bronze,False,0,Yes,Customer feedback 350: Could be better,2024-10-23 09:44:26.081843,480.1,"{'interests': ['Technology', 'Technology'], 'source': np.str_('Store'), 'priority': np.str_('High')}"
352,80,90.67,2.4,Yellow,Gold,False,1,Yes,Customer feedback 351: Could be better,2023-01-14 09:44:26.081845,373.2,"{'interests': ['Fashion', 'Food'], 'source': np.str_('Store'), 'priority': np.str_('High')}"
353,36,137.74,3.1,Red,Bronze,True,1,No,Customer feedback 352: Excellent products,2023-10-11 09:44:26.081847,493.2,"{'interests': ['Sports', 'Food'], 'source': np.str_('Mobile'), 'priority': np.str_('High')}"
354,75,141.01,2.6,Blue,Bronze,False,1,No,Customer feedback 353: Excellent products,2024-10-21 09:44:26.081850,579.1,"{'interests': ['Sports', 'Sports'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
355,72,114.99,0.3,Yellow,Silver,True,1,No,Customer feedback 354: Great service!,2022-12-07 09:44:26.081852,189.1,"{'interests': ['Food', 'Technology'], 'source': np.str_('Web'), 'priority': np.str_('High')}"
356,79,128.34,9.7,Red,Bronze,True,1,No,Customer feedback 355: Great service!,2023-05-07 09:44:26.081854,900.9,"{'interests': ['Technology', 'Food'], 'source': np.str_('Mobile'), 'priority': np.str_('High')}"
357,40,68.07,2.2,Green,Platinum,False,0,Yes,Customer feedback 356: Need improvement,2023-09-16 09:44:26.081856,674.2,"{'interests': ['Fashion', 'Technology'], 'source': np.str_('Mobile'), 'priority': np.str_('Medium')}"
358,26,61.28,7.3,Green,Silver,True,0,No,Customer feedback 357: Excellent products,2024-06-13 09:44:26.081858,633.3,"{'interests': ['Sports', 'Food'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
359,29,131.16,7.6,Black,Platinum,True,1,Yes,Customer feedback 358: Could be better,2025-02-21 09:44:26.081861,99.5,"{'interests': ['Sports', 'Sports'], 'source': np.str_('Mobile'), 'priority': np.str_('High')}"
360,18,96.83,9.3,Blue,Bronze,True,1,Yes,Customer feedback 359: Need improvement,2022-09-23 09:44:26.081863,604.2,"{'interests': ['Fashion', 'Sports'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
361,75,118.73,0.3,Green,Platinum,False,1,No,Customer feedback 360: Could be better,2024-06-23 09:44:26.081865,121.0,"{'interests': ['Technology', 'Food'], 'source': np.str_('Store'), 'priority': np.str_('High')}"
362,18,82.07,8.7,Blue,Gold,False,0,Yes,Customer feedback 361: Need improvement,2022-09-08 09:44:26.081867,78.7,"{'interests': ['Fashion', 'Fashion'], 'source': np.str_('Mobile'), 'priority': np.str_('High')}"
363,51,141.42,5.3,Green,Bronze,False,0,No,Customer feedback 362: Could be better,2024-03-13 09:44:26.081869,527.3,"{'interests': ['Technology', 'Fashion'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
